,cod_modelo_color,cod_color_code,des_color_specification_esp,des_agrup_color_eng,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename
4950,57030009-09,09,CAMEL,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57030009_09.jpg
4951,57040257-02,02,OFFWHITE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Card holder,datathon/images/2023_57040257_02.jpg
4952,57010750-43,43,VERDE,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Beanie,datathon/images/2023_57010750_43.jpg
4953,57084394-65,65,MORADO,PURPLE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57084394_65.jpg
4954,57022886-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57022886_99.jpg
4955,57025138-06,06,PIEDRA,WHITE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57025138_06.jpg
4956,57055793-56,56,NAVY,BLUE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57055793_56.jpg
4957,57095793-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57095793_99.jpg
4958,57004789-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57004789_99.jpg
4960,57086003-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57086003_PL.jpg
4961,57075147-CU,CU,CUERO,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Case,datathon/images/2023_57075147_CU.jpg
4962,57065808-26,26,PEACH,ORANGE,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57065808_26.jpg
4963,57037741-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Gloves,datathon/images/2023_57037741_99.jpg
4964,57059097-99,99,NEGRO,GREY,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57059097_99.jpg
4965,57009098-50,50,CELESTE,BLUE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57009098_50.jpg
4966,57029112-08,08,BEIGE,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57029112_08.jpg
4967,57035152-65,65,MORADO,PURPLE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57035152_65.jpg
4968,57006033-85,85,ROSA,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2023_57006033_85.jpg
4969,43005827-05,05,CRUDO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Beanie,datathon/images/2019_43005827_05.jpg
4970,51050592-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_51050592_02.jpg
4971,51090613-11,11,AMARILLO PASTEL,YELLOW,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_51090613_11.jpg
4972,53080544-50,50,CELESTE,BLUE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53080544_50.jpg
4973,51000637-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_51000637_02.jpg
4974,53040548-05,05,CRUDO,WHITE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53040548_05.jpg
4975,53050669-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2019_53050669_99.jpg
4976,53075708-08,08,BEIGE,WHITE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2019_53075708_08.jpg
4977,43007785-05,05,CRUDO,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_43007785_05.jpg
4978,51093024-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51093024_99.jpg
4979,51053728-56,56,NAVY,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51053728_56.jpg
4980,53030871-05,05,CRUDO,WHITE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53030871_05.jpg
4981,53095717-99,99,NEGRO,GREY,P-PLANA,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,datathon/images/2019_53095717_99.jpg
4982,51010936-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_51010936_02.jpg
4983,53003723-94,94,GRIS MEDIO VIGORE,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53003723_94.jpg
4984,53093739-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_53093739_99.jpg
4985,51085029-02,02,OFFWHITE,WHITE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_51085029_02.jpg
4986,53073708-65,65,MORADO,PURPLE,P-PLANA,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,datathon/images/2019_53073708_65.jpg
4987,53073774-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53073774_99.jpg
4988,51013791-30,30,MARRON,BROWN,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_51013791_30.jpg
4989,53025778-31,31,TABACO,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53025778_31.jpg
4990,57006704-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_57006704_32.jpg
4991,57065129-99,99,NEGRO,GREY,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_57065129_99.jpg
4992,57047655-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_57047655_02.jpg
4993,57045934-01,01,BLANCO,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57045934_01.jpg
4994,57055935-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57055935_01.jpg
4995,57057692-06,06,PIEDRA,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57057692_06.jpg
4996,57025132-38,38,CAZA,BROWN,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_57025132_38.jpg
4997,57027894-15,15,MOSTAZA,YELLOW,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57027894_15.jpg
4998,67060560-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Ring,datathon/images/2020_67060560_OR.jpg
4999,67090588-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2020_67090588_99.jpg
5000,47034416-80,80,NUDE,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_47034416_80.jpg
5001,57030007-05,05,CRUDO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57030007_05.jpg
5002,47055950-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47055950_PL.jpg
5003,47067842-30,30,MARRON,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_47067842_30.jpg
5004,57062508-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57062508_08.jpg
5005,57000405-43,43,VERDE,GREEN,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57000405_43.jpg
5006,57053796-05,05,CRUDO,WHITE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57053796_05.jpg
5007,57084764-DI,DI,DIRTY,BLUE,J-JEANS,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57084764_DI.jpg
5008,57005972-30,30,MARRON,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_57005972_30.jpg
5009,57086308-99,99,NEGRO,GREY,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57086308_99.jpg
5010,57055974-56,56,NAVY,BLUE,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57055974_56.jpg
5011,57085795-92,92,GRIS,GREY,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57085795_92.jpg
5012,57005795-40,40,VERDE PASTEL,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57005795_40.jpg
5013,57045983-78,78,BURDEOS,RED,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57045983_78.jpg
5014,57063814-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater Vest,datathon/images/2023_57063814_99.jpg
5015,57045991-TS,TS,TEJANO SOFT,BLUE,J-JEANS,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57045991_TS.jpg
5016,57085989-08,08,BEIGE,WHITE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57085989_08.jpg
5017,57061178-70,70,ROJO,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57061178_70.jpg
5018,57056011-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57056011_99.jpg
5019,57057730-92,92,GRIS,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57057730_92.jpg
5020,43037739-70,70,ROJO,RED,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_43037739_70.jpg
5021,53060576-28,28,TERRACOTA,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Purse,datathon/images/2019_53060576_28.jpg
5022,53040593-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53040593_08.jpg
5023,53053023-92,92,GRIS,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53053023_92.jpg
5024,53050619-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2019_53050619_99.jpg
5025,53023716-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53023716_99.jpg
5026,53041124-08,08,BEIGE,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53041124_08.jpg
5027,53003776-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53003776_05.jpg
5028,57015909-42,42,MANZANA,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2019_57015909_42.jpg
5029,57097877-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57097877_99.jpg
5030,53291158-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Ring,datathon/images/2019_53291158_OR.jpg
5031,57015130-OR,OR,ORO,WHITE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_57015130_OR.jpg
5032,57067105-70,70,ROJO,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57067105_70.jpg
5033,57025938-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57025938_99.jpg
5034,57025132-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_57025132_TN.jpg
5035,67040094-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2020_67040094_99.jpg
5036,51715719-99,99,NEGRO,GREY,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_51715719_99.jpg
5037,57000032-46,46,TURQUESA,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Gadgets,Umbrella,datathon/images/2023_57000032_46.jpg
5038,57050230-99,99,NEGRO,GREY,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57050230_99.jpg
5039,57050230-43,43,VERDE,GREEN,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57050230_43.jpg
5040,47047131-05,05,CRUDO,WHITE,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_47047131_05.jpg
5041,57010728-70,70,ROJO,RED,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57010728_70.jpg
5042,57050310-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57050310_08.jpg
5043,57065785-54,54,INDIGO,BLUE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57065785_54.jpg
5044,57026714-99,99,NEGRO,GREY,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57026714_99.jpg
5045,57013783-99,99,NEGRO,GREY,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_57013783_99.jpg
5046,57063797-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57063797_99.jpg
5047,57010037-05,05,CRUDO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57010037_05.jpg
5048,57024035-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57024035_01.jpg
5049,57035965-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57035965_99.jpg
5050,57014776-50,50,CELESTE,BLUE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57014776_50.jpg
5051,57055802-96,96,GRIS OSCURO VIGORE,GREY,T-TRICOT,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57055802_96.jpg
5052,57035805-09,09,CAMEL,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57035805_09.jpg
5053,57077737-35,35,TOPO,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Hat,datathon/images/2023_57077737_35.jpg
5054,43025732-02,02,OFFWHITE,WHITE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_43025732_02.jpg
5055,43057762-01,01,BLANCO,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_43057762_01.jpg
5056,43097778-01,01,BLANCO,WHITE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_43097778_01.jpg
5057,53080545-07,07,ARENA,WHITE,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53080545_07.jpg
5058,53080574-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2019_53080574_08.jpg
5059,53040628-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_53040628_02.jpg
5060,53030680-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2019_53030680_99.jpg
5061,53050690-01,01,BLANCO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2019_53050690_01.jpg
5062,51053704-92,92,GRIS,GREY,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_51053704_92.jpg
5063,53003736-50,50,CELESTE,BLUE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53003736_50.jpg
5064,53063743-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_53063743_99.jpg
5065,53043746-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53043746_32.jpg
5066,53041017-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2019_53041017_OR.jpg
5067,53043754-56,56,NAVY,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53043754_56.jpg
5068,53063772-92,92,GRIS,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Trainers,datathon/images/2019_53063772_92.jpg
5069,51075736-49,49,BOTELLA,GREEN,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_51075736_49.jpg
5070,53005760-92,92,GRIS,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53005760_92.jpg
5071,53065762-05,05,CRUDO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_53065762_05.jpg
5072,53015753-15,15,MOSTAZA,YELLOW,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53015753_15.jpg
5073,53077019-50,50,CELESTE,BLUE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53077019_50.jpg
5074,57035132-06,06,PIEDRA,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57035132_06.jpg
5075,57064379-30,30,MARRON,BROWN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57064379_30.jpg
5076,47014026-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_47014026_PL.jpg
5077,47085838-01,01,BLANCO,WHITE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_47085838_01.jpg
5078,57042508-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Trainers,datathon/images/2023_57042508_08.jpg
5079,57050252-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Purse,datathon/images/2023_57050252_99.jpg
5080,57072001-92,92,GRIS,GREY,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57072001_92.jpg
5081,57040359-01,01,BLANCO,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57040359_01.jpg
5082,57020363-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57020363_PL.jpg
5083,57083795-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57083795_32.jpg
5084,57040350-70,70,ROJO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_57040350_70.jpg
5085,57087702-99,99,NEGRO,GREY,O-POLIPIEL,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57087702_99.jpg
5086,57093797-65,65,MORADO,PURPLE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57093797_65.jpg
5087,57064007-85,85,ROSA,PINK,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57064007_85.jpg
5088,57010458-88,88,FUCSIA,PINK,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_57010458_88.jpg
5089,57001095-01,01,BLANCO,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57001095_01.jpg
5090,57044008-05,05,CRUDO,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57044008_05.jpg
5091,57085138-99,99,NEGRO,GREY,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57085138_99.jpg
5092,57034415-56,56,NAVY,BLUE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57034415_56.jpg
5093,57053809-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57053809_99.jpg
5094,57057737-94,94,GRIS MEDIO VIGORE,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Beanie,datathon/images/2023_57057737_94.jpg
5095,57008274-98,98,VISON,GREY,C-COMPLEMENTOS,Beauty,Fragance,Fragances,Fragance,datathon/images/2023_57008274_98.jpg
5096,53080510-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53080510_99.jpg
5097,53040524-56,56,NAVY,BLUE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53040524_56.jpg
5098,43069071-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_43069071_02.jpg
5099,51060662-70,70,ROJO,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2019_51060662_70.jpg
5100,53097656-17,17,CARAMELO,YELLOW,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_53097656_17.jpg
5101,51030638-14,14,LIMA,YELLOW,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_51030638_14.jpg
5102,53050730-56,56,NAVY,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53050730_56.jpg
5103,53020602-52,52,AZUL,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53020602_52.jpg
5104,51043029-70,70,ROJO,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51043029_70.jpg
5105,51093712-06,06,PIEDRA,WHITE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_51093712_06.jpg
5106,53055714-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53055714_99.jpg
5107,53070984-08,08,BEIGE,WHITE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53070984_08.jpg
5108,53063770-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53063770_99.jpg
5109,53015742-09,09,CAMEL,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53015742_09.jpg
5110,53065737-50,50,CELESTE,BLUE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53065737_50.jpg
5111,53027023-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_53027023_02.jpg
5112,57055923-OR,OR,ORO,WHITE,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57055923_OR.jpg
5113,57085919-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_57085919_99.jpg
5114,57075925-43,43,VERDE,GREEN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57075925_43.jpg
5115,53055768-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53055768_99.jpg
5116,47005851-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47005851_OR.jpg
5117,47075864-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_47075864_32.jpg
5118,57050011-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57050011_02.jpg
5119,57020253-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Card holder,datathon/images/2023_57020253_99.jpg
5120,57010753-CO,CO,COBRE,BROWN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57010753_CO.jpg
5121,57010763-99,99,NEGRO,GREY,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57010763_99.jpg
